ticket_text,category,urgency,urgency_stated,label_noise
"Dear support team, No response needed really. Requests from our ios 18.1 build fail with 503 but curl works fine. I am on Edge 131 running Windows 11. Please advise.",Technical Issue,Low,true,false
"Hello, Connections to yourr service drop after about 20 minutes. It affects one part of our workflow - nothing is actually blocked because of it. Our developer confirmed the same behaviour on Debian 12. Thanks!",Technical Issue,Medium,true,false
"Hi support, Connections to your servicee drop after about ten minutes. Reference INV-99213 if that helps!!",Technical Issue,Medium,false,false
"Hi folks, The undo button restores the wrong version of the record. This is costing us money every hour it continues which means this is urgent in the strongest sense of the word.",Bug Report,Critical,true,false
The onboarding flow takes over about an hour to load for everyone on our team. Thans for your time.,Technical Issue,High,false,false
"The entire company is blocked and we are fielding angry calls because of this, so please treat this as a severitt one incident. The account recovery flow keeps asking for a code it never sends. Appreciate the help.",Login/Access,Critical,true,false
"Morning, The credit note you issued for tkt-10233 never appeared on our statement. It is affecting a few people here. Ticket raised on behalf of our workspace owner. Thanks in advance.",Billing,High,true,false
"Good morning, Can we swtch the enterprise subscription to invoice-based payment terms. It dos not really affect anything we do absolutely no rush on this. TTicket raised on behalf of our guest collaborator. Let me know.",Billing,Low,true,false
"Hi there, The modal on the permissions matrix cannot be closed once it opens in chrome on android",Bug Report,Low,false,false
"hi folks, a couple of people have noticed it. archived records still suow up in the search bar by default. let me know if you need screenshots.",Bug Report,Medium,true,false
are in breach of our sla as of this morning. Our card on file keeps failing even though the bank confirms it is fine. Let me know.,Billing,Critical,true,false
"dear support team, the date filter returns results outside the range i selected. any help appreciated.",Bug Report,High,false,false
"Hi folks, This affects every customer we have - we have an active incident open on our side, we need a call as soon as humanly possible. The nightly export job has been timing out for the last 48 hours. Thanks in advance.",Technical Issue,Critical,true,false
"Memory usage in our worker spikes whenever we call /v2/events. Nobody else has even mentioned it and it changes nothing about how we use the product, purely for your awareness.",Bug Report,Low,true,true
"Hi there, Is there a guide for setting up segment.",General Inquiry,Low,false,false
Hello support Throughput dropped by half since yesterday with no change on our side. Not critical but certainly not trivial either. Please advise.,Technical Issue,High,true,false
"Good morning, A couple of people have noticed it which means worth looking at when you get a chance A tooltip on the invoice list has a typo in it Logged from our Scale workspace Get back to me when you can",Bug Report,Medium,true,false
"morning, duplicate entries appear every time i refresh the webhook manager i checked the documentation first and could not find anything",Bug Report,Low,false,false
We have a security review today and need your compliance documentation now. We have a manual fallback ghat works. ust putting it on your radar. Any help appreciated.,General Inquiry,Medium,true,false
"hi there, i would like to update the billing aderess on our account. looking forward to oyur reply.",Billing,Low,false,false
"The hubspot integration disconnects itself every few hours. We are fielding angry calls because of this, this is urgent in the strongest sense of the word?!",Technical Issue,Critical,true,false
